Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood,PricePerSqFt
"275 Grand View Ave, San Francisco, CA, 94114",4500000,19.0,,13447.0,MULTI_FAMILY,San Francisco,334.647133189559
"641 27th St, San Francisco, CA, 94131",3300000,5.0,3.0,2542.0,SINGLE_FAMILY,San Francisco,1298.1904012588514
"333 Beale St Apt 8F, San Francisco, CA, 94105",780000,1.0,1.0,920.0,CONDOS,San Francisco,847.8260869565217
"219 Brannan St Unit 3E, San Francisco, CA, 94107",510000,1.0,1.0,476.0,CONDOS,San Francisco,1071.4285714285713
"280 Spear St Unit 25E, San Francisco, CA, 94105",2400000,2.0,2.0,1304.0,CONDOS,San Francisco,1840.4907975460123
"76 Prosper St, San Francisco, CA, 94114",1407000,2.0,2.0,1072.0,CONDOS,San Francisco,1312.5
"1471 19th Ave Apt 2, San Francisco, CA, 94122",600000,1.0,1.0,650.0,SINGLE_FAMILY,San Francisco,923.0769230769231
"551 5th Ave, San Francisco, CA, 94118",2525000,5.0,3.0,1980.0,SINGLE_FAMILY,San Francisco,1275.2525252525252
"344 Bocana St, San Francisco, CA, 94110",3785000,4.0,4.0,3304.0,SINGLE_FAMILY,San Francisco,1145.5811138014528
"2695 43rd Ave, San Francisco, CA, 94116",1950000,4.0,3.0,1755.0,SINGLE_FAMILY,San Francisco,1111.111111111111
"135 Red Rock Way Apt 306L, San Francisco, CA, 94131",450000,0.0,1.0,474.0,CONDOS,San Francisco,949.367088607595
"1350 Plymouth Ave, San Francisco, CA, 94112",1250000,2.0,1.0,1145.0,SINGLE_FAMILY,San Francisco,1091.703056768559
"489 Utah St, San Francisco, CA, 94110",1175000,3.0,3.0,1465.0,SINGLE_FAMILY,San Francisco,802.0477815699659
"2050 Jackson St, San Francisco, CA, 94109",9000000,4.0,5.0,5664.0,SINGLE_FAMILY,San Francisco,1588.9830508474577
"401 Harrison St Apt 25A, San Francisco, CA, 94105",935000,1.0,1.0,840.0,CONDOS,San Francisco,1113.095238095238
"240 Lombard St Apt 534, San Francisco, CA, 94111",488000,1.0,1.0,503.0,CONDOS,San Francisco,970.1789264413519
"439 30th Ave, San Francisco, CA, 94121",1278000,2.0,1.0,1720.0,SINGLE_FAMILY,San Francisco,743.0232558139535
"70 Wilder St, San Francisco, CA, 94131",1375000,2.0,2.0,1288.0,CONDOS,San Francisco,1067.5465838509317
"539 Divisadero St, San Francisco, CA, 94117",1268000,3.0,2.0,1701.0,CONDOS,San Francisco,745.4438565549676
"1451 43rd Ave, San Francisco, CA, 94122",1500000,3.0,2.0,1388.0,SINGLE_FAMILY,San Francisco,1080.691642651297
"79 Ney St, San Francisco, CA, 94112",1220000,4.0,2.0,2070.0,SINGLE_FAMILY,San Francisco,589.3719806763285
"436 Valley St, San Francisco, CA, 94131",2875000,3.0,2.0,1987.0,SINGLE_FAMILY,San Francisco,1446.9048817312532
"72 Lamartine St, San Francisco, CA, 94112",1125000,,1.0,1280.0,SINGLE_FAMILY,San Francisco,878.90625
"330 Harvard St, San Francisco, CA, 94134",1300000,5.0,3.0,2439.0,SINGLE_FAMILY,San Francisco,533.0053300533006
"1930 Grove St Apt 4, San Francisco, CA, 94117",829500,2.0,1.0,833.0,CONDOS,San Francisco,995.7983193277311
"2295 Vallejo St Ph 1, San Francisco, CA, 94123",1625000,2.0,1.0,915.0,CONDOS,San Francisco,1775.9562841530055
"326 Cortland Ave, San Francisco, CA, 94110",1150000,,4.0,2900.0,OTHER,San Francisco,396.55172413793105
"690 Arkansas St, San Francisco, CA, 94107",2480000,3.0,3.0,2039.0,SINGLE_FAMILY,San Francisco,1216.2824914173614
"730 Vermont St Unit 1, San Francisco, CA, 94107",1975000,3.0,3.0,1797.0,CONDO,San Francisco,1099.053978853645
"1030 Sanchez St, San Francisco, CA, 94114",1900000,2.0,2.0,1080.0,SINGLE_FAMILY,San Francisco,1759.2592592592594
"751 48th Ave, San Francisco, CA, 94121",975000,2.0,2.0,1400.0,SINGLE_FAMILY,San Francisco,696.4285714285714
"780 Green St, San Francisco, CA, 94133",860000,2.0,1.0,1172.0,SINGLE_FAMILY,San Francisco,733.7883959044368
"655 Corbett Ave Apt 508, San Francisco, CA, 94114",690000,1.0,1.0,716.0,CONDOS,San Francisco,963.6871508379888
"1101 Green St Unit 1402, San Francisco, CA, 94109",1049000,1.0,1.0,931.0,CONDOS,San Francisco,1126.7454350161117
"401 Harrison St Apt 7A, San Francisco, CA, 94105",1325000,2.0,2.0,1404.0,CONDOS,San Francisco,943.7321937321938
"73 Beaver St, San Francisco, CA, 94114",1380000,2.0,2.0,1051.0,CONDO,San Francisco,1313.035204567079
"35 Coleridge St, San Francisco, CA, 94110",1372000,2.0,2.0,925.0,SINGLE_FAMILY,San Francisco,1483.2432432432433
"241-243 Scott St, San Francisco, CA, 94117",3241875,6.0,4.0,3000.0,MULTI_FAMILY,San Francisco,1080.625
"1507 30th Ave, San Francisco, CA, 94122",1863000,3.0,2.0,2285.0,SINGLE_FAMILY,San Francisco,815.3172866520788
"892 Duncan St, San Francisco, CA, 94131",1358400,3.0,1.0,1177.0,SINGLE_FAMILY,San Francisco,1154.1206457094308
"2311 42nd Ave, San Francisco, CA, 94116",1300000,,1.0,1011.0,SINGLE_FAMILY,San Francisco,1285.8555885262117
"401 34th Ave, San Francisco, CA, 94121",1700000,,2.0,2350.0,MULTI_FAMILY,San Francisco,723.4042553191489
"1969 Clay St, San Francisco, CA, 94109",1780000,3.0,2.0,1852.0,CONDOS,San Francisco,961.1231101511879
"77 Ottawa Ave, San Francisco, CA, 94112",835000,2.0,1.0,1300.0,SINGLE_FAMILY,San Francisco,642.3076923076923
"425 1st St Unit 1506, San Francisco, CA, 94105",1308000,2.0,2.0,1238.0,CONDOS,San Francisco,1056.5428109854604
"431 3rd Ave, San Francisco, CA, 94118",1300000,4.0,4.0,3750.0,MULTI_FAMILY,San Francisco,346.6666666666667
"27 Arnold Ave, San Francisco, CA, 94110",2375000,3.0,2.0,1810.0,SINGLE_FAMILY,San Francisco,1312.1546961325967
"901 Tennessee St Unit 204, San Francisco, CA, 94107",515000,0.0,1.0,455.0,CONDOS,San Francisco,1131.868131868132
"3338 17th St Apt 103, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco,496.13152804642164
"391 30th Ave, San Francisco, CA, 94121",590000,3.0,1.0,1700.0,SINGLE_FAMILY,San Francisco,347.05882352941177
"3983 19th St, San Francisco, CA, 94114",1710000,3.0,2.0,2068.0,SINGLE_FAMILY,San Francisco,826.8858800773694
"647 Grand View Ave Apt 3, San Francisco, CA, 94114",1350000,2.0,2.0,1068.0,CONDOS,San Francisco,1264.0449438202247
"2483 Folsom St # 2481, San Francisco, CA, 94110",2695000,6.0,5.0,3720.0,MULTI_FAMILY,San Francisco,724.4623655913979
"301 Mission St Apt 31C, San Francisco, CA, 94105",1900000,3.0,3.0,2170.0,CONDOS,San Francisco,875.5760368663595
"1706 31st Ave, San Francisco, CA, 94122",1338000,2.0,1.0,1386.0,SINGLE_FAMILY,San Francisco,965.3679653679653
"1425 11th Ave, San Francisco, CA, 94122",2625000,4.0,3.0,2205.0,SINGLE_FAMILY,San Francisco,1190.4761904761904
"1097 Howard St Unit 203, San Francisco, CA, 94103",665000,1.0,1.0,1056.0,CONDOS,San Francisco,629.7348484848485
"425 1st St Unit 4405, San Francisco, CA, 94105",731250,1.0,1.0,710.0,CONDOS,San Francisco,1029.9295774647887
"2655 Bush St Apt 401, San Francisco, CA, 94115",1750000,3.0,2.0,1670.0,CONDOS,San Francisco,1047.9041916167664
"1125 Union St, San Francisco, CA, 94109",3710000,15.0,,7380.0,MULTI_FAMILY,San Francisco,502.710027100271
"1177 California St Apt 1704, San Francisco, CA, 94108",600000,1.0,1.0,645.0,CONDOS,San Francisco,930.2325581395348
"2415 Alemany Blvd, San Francisco, CA, 94112",1355000,2.0,2.0,1783.0,SINGLE_FAMILY,San Francisco,759.9551318003365
"421 Leavenworth St, San Francisco, CA, 94102",2804500,5.0,48.0,24855.0,OTHER,San Francisco,112.8344397505532
"2040 Franklin St Apt 1209, San Francisco, CA, 94109",1295000,2.0,2.0,1177.0,CONDOS,San Francisco,1100.2548853016142
"2455 31st Ave, San Francisco, CA, 94116",1200000,3.0,1.0,1260.0,SINGLE_FAMILY,San Francisco,952.3809523809524
"2040 Sutter St Apt 303, San Francisco, CA, 94115",1035000,2.0,2.0,988.0,CONDOS,San Francisco,1047.5708502024293
"62 Oneida Ave, San Francisco, CA, 94112",830000,3.0,3.0,1640.0,SINGLE_FAMILY,San Francisco,506.0975609756098
"3711 Market St, San Francisco, CA, 94131",1050000,6.0,3.0,3174.0,MULTI_FAMILY,San Francisco,330.812854442344
"1177 California St Apt 723, San Francisco, CA, 94108",525000,1.0,1.0,706.0,CONDOS,San Francisco,743.6260623229462
"275 Upland Dr, San Francisco, CA, 94127",400000,3.0,1.0,1642.0,SINGLE_FAMILY,San Francisco,243.605359317905
"4279 Cesar Chavez St, San Francisco, CA, 94131",1425000,3.0,1.0,1210.0,SINGLE_FAMILY,San Francisco,1177.685950413223
"80 Santa Rita Ave, San Francisco, CA, 94116",2000000,4.0,2.0,2150.0,SINGLE_FAMILY,San Francisco,930.2325581395348
"4139 20th St, San Francisco, CA, 94114",1550000,2.0,1.0,1232.0,CONDOS,San Francisco,1258.1168831168832
"1869 Stockton St, San Francisco, CA, 94133",2550000,12.0,,6810.0,MULTI_FAMILY,San Francisco,374.44933920704847
"2102 Baker St Unit 2100, San Francisco, CA, 94115",2055000,3.0,2.0,1772.0,CONDOS,San Francisco,1159.706546275395
"152-154 Ord St, San Francisco, CA, 94114",2590000,8.0,5.0,3522.0,MULTI_FAMILY,San Francisco,735.3776263486656
"216 4th Ave, San Francisco, CA, 94118",4996000,,14.0,14800.0,OTHER,San Francisco,337.56756756756755
"565 Arguello Blvd Apt 4, San Francisco, CA, 94118",2030000,3.0,3.0,1833.0,CONDOS,San Francisco,1107.4740861974904
"233 Franklin St Apt 404, San Francisco, CA, 94102",750000,1.0,1.0,870.0,CONDOS,San Francisco,862.0689655172414
"342-344 San Carlos St, San Francisco, CA, 94110",1215000,3.0,3.0,1771.0,MULTI_FAMILY,San Francisco,686.0530773574252
"631 Ofarrell St Apt 1406, San Francisco, CA, 94109",360000,0.0,1.0,520.0,CONDOS,San Francisco,692.3076923076923
"471 Lombard St, San Francisco, CA, 94133",3400000,4.0,4.0,2750.0,MULTI_FAMILY,San Francisco,1236.3636363636363
"900 Bush St Apt 620, San Francisco, CA, 94109",648000,2.0,2.0,852.0,CONDOS,San Francisco,760.5633802816901
"1630 Clay St Apt 4, San Francisco, CA, 94109",695000,1.0,1.0,634.0,CONDOS,San Francisco,1096.2145110410095
"2629 San Jose Ave, San Francisco, CA, 94112",660000,,1.0,1000.0,SINGLE_FAMILY,San Francisco,660.0
"1566 46th Ave, San Francisco, CA, 94122",1150000,2.0,1.0,1050.0,SINGLE_FAMILY,San Francisco,1095.2380952380952
"278 Avila St, San Francisco, CA, 94123",2625000,4.0,3.0,2637.0,SINGLE_FAMILY,San Francisco,995.4493742889647
"1215 Bay St, San Francisco, CA, 94123",4850000,,12.0,11802.0,OTHER,San Francisco,410.9472970682935
"63 Knollview Way, San Francisco, CA, 94131",2380000,5.0,3.0,1952.0,SINGLE_FAMILY,San Francisco,1219.2622950819673
"66 Cleary Ct Apt 603, San Francisco, CA, 94109",835000,3.0,2.0,1102.0,CONDOS,San Francisco,757.7132486388384
"1443 McAllister St Unit 1443, San Francisco, CA, 94115",1173000,2.0,2.0,1370.0,SINGLE_FAMILY,San Francisco,856.2043795620438
"132 6th St, San Francisco, CA, 94103",1450000,0.0,,6750.0,MULTI_FAMILY,San Francisco,214.8148148148148
"1731 39th Ave, San Francisco, CA, 94122",1350000,3.0,2.0,1060.0,SINGLE_FAMILY,San Francisco,1273.5849056603774
"915 N Point St Unit 301, San Francisco, CA, 94109",595000,0.0,1.0,408.0,CONDOS,San Francisco,1458.3333333333333
"325 Berry St Apt 328, San Francisco, CA, 94158",1685000,2.0,2.0,1660.0,CONDOS,San Francisco,1015.0602409638554
"638 3rd Ave, San Francisco, CA, 94118",2500000,4.0,2.0,3016.0,MULTI_FAMILY,San Francisco,828.9124668435013
"161 Gilbert St Apt 8, San Francisco, CA, 94103",748000,1.0,1.0,1073.0,CONDOS,San Francisco,697.1109040074557
"20 Inca Ln Apt 2, San Francisco, CA, 94115",475000,3.0,2.0,1050.0,CONDOS,San Francisco,452.3809523809524
"2307 30th Ave, San Francisco, CA, 94116",2400000,4.0,1.0,2737.0,SINGLE_FAMILY,San Francisco,876.8724881256851
"1286-1288 38th Ave, San Francisco, CA, 94122",1550000,4.0,2.0,2500.0,MULTI_FAMILY,San Francisco,620.0
"25 Sierra St Apt E302, San Francisco, CA, 94107",1675000,3.0,2.0,1329.0,CONDOS,San Francisco,1260.3461249059444
"1627 42nd Ave, San Francisco, CA, 94122",1600000,3.0,2.0,1327.0,SINGLE_FAMILY,San Francisco,1205.7272042200452
"259 Ralston St, San Francisco, CA, 94132",980000,2.0,2.0,1125.0,SINGLE_FAMILY,San Francisco,871.1111111111111
"1097 Green St Apt 6, San Francisco, CA, 94133",1260000,1.0,1.0,1040.0,CONDO,San Francisco,1211.5384615384614
"3208 Pierce St Apt 405, San Francisco, CA, 94123",1500000,2.0,2.0,1310.0,CONDOS,San Francisco,1145.0381679389313
"289 Sadowa St, San Francisco, CA, 94112",1135000,4.0,2.0,1535.0,SINGLE_FAMILY,San Francisco,739.413680781759
"175 Twin Peaks Blvd, San Francisco, CA, 94114",3050000,3.0,2.0,2660.0,SINGLE_FAMILY,San Francisco,1146.6165413533834
"2340 28th Ave, San Francisco, CA, 94116",1695000,3.0,3.0,2040.0,SINGLE_FAMILY,San Francisco,830.8823529411765
"711 29th Ave, San Francisco, CA, 94121",2675000,4.0,3.0,2236.0,SINGLE_FAMILY,San Francisco,1196.3327370304114
"378 Edinburgh St, San Francisco, CA, 94112",1538000,4.0,3.0,2270.0,SINGLE_FAMILY,San Francisco,677.5330396475771
"17 Rey St, San Francisco, CA, 94134",1150000,3.0,2.0,1365.0,SINGLE_FAMILY,San Francisco,842.4908424908425
"5082 Diamond Heights Blvd Apt B, San Francisco, CA, 94131",749000,2.0,2.0,1095.0,CONDOS,San Francisco,684.0182648401826
"398 Christopher Dr, San Francisco, CA, 94131",1390000,3.0,3.0,1433.0,SINGLE_FAMILY,San Francisco,969.9930216329379
"2513 Broadway St, San Francisco, CA, 94115",5950000,3.0,3.0,4035.0,SINGLE_FAMILY,San Francisco,1474.5972738537794
"714 London St, San Francisco, CA, 94112",1450000,3.0,3.0,1819.0,SINGLE_FAMILY,San Francisco,797.1412864211105
"637 Powell St Apt 401, San Francisco, CA, 94108",700000,2.0,1.0,1155.0,CONDOS,San Francisco,606.060606060606
"255 Santa Ana Ave, San Francisco, CA, 94127",1975000,3.0,1.0,1697.0,SINGLE_FAMILY,San Francisco,1163.8185032410136
"3338 17th St Apt 107, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco,496.13152804642164
"511 47th Ave, San Francisco, CA, 94121",1600000,2.0,1.0,1880.0,SINGLE_FAMILY,San Francisco,851.063829787234
"720 Victoria St, San Francisco, CA, 94127",1680000,,1.0,2088.0,SINGLE_FAMILY,San Francisco,804.5977011494252
"806-810 Union St, San Francisco, CA, 94133",1838000,5.0,4.0,3600.0,MULTI_FAMILY,San Francisco,510.55555555555554
"1333 Jones St Unit 508, San Francisco, CA, 94109",1458000,2.0,2.0,1840.0,CONDOS,San Francisco,792.3913043478261
"256 Presidio Ave Apt 2, San Francisco, CA, 94115",1147000,2.0,2.0,964.0,CONDOS,San Francisco,1189.8340248962656
"265 Page St, San Francisco, CA, 94102",2900000,4.0,2.0,2848.0,SINGLE_FAMILY,San Francisco,1018.2584269662922
"3471 Jackson St, San Francisco, CA, 94118",3600000,3.0,3.0,2850.0,CONDOS,San Francisco,1263.157894736842
"2543 44th Ave, San Francisco, CA, 94116",1680000,3.0,2.0,1352.0,SINGLE_FAMILY,San Francisco,1242.603550295858
"2111 Vallejo St, San Francisco, CA, 94123",4050000,3.0,2.0,2525.0,SINGLE_FAMILY,San Francisco,1603.960396039604
"3421 25th St Apt 4, San Francisco, CA, 94110",850000,2.0,1.0,906.0,CONDOS,San Francisco,938.1898454746137
"1929 Jackson St, San Francisco, CA, 94109",2200000,3.0,2.0,1863.0,CONDOS,San Francisco,1180.8910359634997
"874 41st Ave, San Francisco, CA, 94121",1570000,2.0,1.0,1140.0,SINGLE_FAMILY,San Francisco,1377.1929824561403
"44 Bonview St, San Francisco, CA, 94110",2670000,3.0,3.0,1903.0,SINGLE_FAMILY,San Francisco,1403.0478192327903
"959 Church St, San Francisco, CA, 94114",1250000,2.0,1.0,1395.0,CONDOS,San Francisco,896.0573476702509
"1320 6th Ave # 1318, San Francisco, CA, 94122",1550000,,2.0,3440.0,MULTI_FAMILY,San Francisco,450.5813953488372
"444 33rd Ave, San Francisco, CA, 94121",2100000,5.0,3.0,2995.0,SINGLE_FAMILY,San Francisco,701.1686143572621
"1955 33rd Ave, San Francisco, CA, 94116",1014000,2.0,1.0,825.0,SINGLE_FAMILY,San Francisco,1229.090909090909
"101 Crescent Way Apt 2213, San Francisco, CA, 94134",570000,2.0,2.0,1063.0,CONDO,San Francisco,536.2182502351834
"3727-3729 Cesar Chavez St, San Francisco, CA, 94110",2220000,5.0,3.0,2604.0,MULTI_FAMILY,San Francisco,852.5345622119816
"631 Ofarrell St Apt 907, San Francisco, CA, 94109",325000,0.0,1.0,520.0,CONDOS,San Francisco,625.0
"546 46th Ave, San Francisco, CA, 94121",1400000,2.0,1.0,1594.0,SINGLE_FAMILY,San Francisco,878.2936010037641
"237 Fairmount St, San Francisco, CA, 94131",2135000,3.0,3.0,1565.0,SINGLE_FAMILY,San Francisco,1364.217252396166
"1623 20th Ave, San Francisco, CA, 94122",1300000,4.0,2.0,2250.0,MULTI_FAMILY,San Francisco,577.7777777777778
"45 Turquoise Way, San Francisco, CA, 94131",2851000,4.0,4.0,2777.0,SINGLE_FAMILY,San Francisco,1026.647461289161
"199 New Montgomery St Unit 1005, San Francisco, CA, 94105",714675,1.0,1.0,794.0,CONDOS,San Francisco,900.0944584382871
"1096 Fulton St, San Francisco, CA, 94117",4450000,6.0,,9282.0,MULTI_FAMILY,San Francisco,479.42253824606763
"248 Niagara Ave, San Francisco, CA, 94112",1248000,2.0,1.0,1340.0,SINGLE_FAMILY,San Francisco,931.3432835820895
"2415 Van Ness Ave Apt 504, San Francisco, CA, 94109",550000,1.0,1.0,631.0,CONDOS,San Francisco,871.6323296354992
"1968 Post St, San Francisco, CA, 94115",2800000,18.0,,8271.0,MULTI_FAMILY,San Francisco,338.53222101317857
"330 Edna St, San Francisco, CA, 94112",2300000,5.0,2.0,2580.0,SINGLE_FAMILY,San Francisco,891.4728682170543
"338 Main St Unit 6E, San Francisco, CA, 94105",1625000,2.0,2.0,1382.0,CONDOS,San Francisco,1175.8321273516642
"624 11th Ave, San Francisco, CA, 94118",3600000,5.0,3.0,2869.0,SINGLE_FAMILY,San Francisco,1254.7926106657371
"192 Yerba Buena Ave, San Francisco, CA, 94127",2800000,4.0,2.0,2241.0,SINGLE_FAMILY,San Francisco,1249.442213297635
"555 4th St Unit 522, San Francisco, CA, 94107",840000,2.0,2.0,1183.0,CONDOS,San Francisco,710.0591715976332
"109 Cornwall St, San Francisco, CA, 94118",1880000,3.0,2.0,1768.0,SINGLE_FAMILY,San Francisco,1063.3484162895927
"2033 Leavenworth St Apt D, San Francisco, CA, 94133",1650000,2.0,2.0,1400.0,CONDOS,San Francisco,1178.5714285714287
"2200 Market St Apt 504, San Francisco, CA, 94114",900000,1.0,1.0,789.0,CONDOS,San Francisco,1140.6844106463877
"19 Moss St, San Francisco, CA, 94103",815000,4.0,4.0,2750.0,MULTI_FAMILY,San Francisco,296.3636363636364
"400 Beale St Apt 1007, San Francisco, CA, 94105",945000,2.0,2.0,1102.0,CONDOS,San Francisco,857.5317604355716
"1102 Mason St, San Francisco, CA, 94108",1143940,17.0,,5344.0,MULTI_FAMILY,San Francisco,214.06062874251498
"479 Texas St Unit B, San Francisco, CA, 94107",1830000,4.0,2.0,1990.0,CONDOS,San Francisco,919.5979899497487
"536 Funston Ave, San Francisco, CA, 94118",3220000,4.0,3.0,3361.0,SINGLE_FAMILY,San Francisco,958.0481999404939
"1545 Pine St Apt 1107, San Francisco, CA, 94109",1225000,2.0,2.0,1132.0,CONDOS,San Francisco,1082.155477031802
"1906 Greenwich St, San Francisco, CA, 94123",4950000,4.0,2.0,2346.0,SINGLE_FAMILY,San Francisco,2109.97442455243
"425 1st St Unit 5703, San Francisco, CA, 94105",2400000,3.0,2.0,1677.0,CONDOS,San Francisco,1431.1270125223614
"153 Divisadero St, San Francisco, CA, 94117",260000,3.0,2.0,1461.0,CONDO,San Francisco,177.9603011635866
"393 Corbett Ave Apt A, San Francisco, CA, 94114",1685000,2.0,2.0,1640.0,TOWNHOMES,San Francisco,1027.439024390244
"3921 18th St, San Francisco, CA, 94114",1545000,2.0,1.0,1565.0,SINGLE_FAMILY,San Francisco,987.220447284345
"177 Tucker Ave, San Francisco, CA, 94134",354500,,1.0,1025.0,SINGLE_FAMILY,San Francisco,345.8536585365854
"8 Hill Point Ave, San Francisco, CA, 94117",3120000,4.0,2.0,2387.0,SINGLE_FAMILY,San Francisco,1307.0800167574362
"1463 Funston Ave, San Francisco, CA, 94122",2100000,3.0,2.0,1740.0,SINGLE_FAMILY,San Francisco,1206.896551724138
"1299 Bush St Apt 404, San Francisco, CA, 94109",525000,1.0,1.0,592.0,CONDOS,San Francisco,886.8243243243244
"201 Harrison St Apt 710, San Francisco, CA, 94105",640000,2.0,2.0,797.0,CONDOS,San Francisco,803.0112923462987
"45 Mendosa Ave, San Francisco, CA, 94116",2240000,3.0,2.0,2497.0,SINGLE_FAMILY,San Francisco,897.0764917901482
"4030 Mission St, San Francisco, CA, 94112",910000,3.0,1.0,1080.0,SINGLE_FAMILY,San Francisco,842.5925925925926
"2486 Fulton St, San Francisco, CA, 94118",1045000,2.0,2.0,1135.0,SINGLE_FAMILY,San Francisco,920.704845814978
"5160 Diamond Heights Blvd Apt 208C, San Francisco, CA, 94131",819000,2.0,2.0,1175.0,CONDOS,San Francisco,697.0212765957447
"438 Broderick St, San Francisco, CA, 94117",1425000,3.0,2.0,1514.0,SINGLE_FAMILY,San Francisco,941.2153236459709
"1719-1721 Lyon St, San Francisco, CA, 94115",2725000,5.0,5.0,3620.0,MULTI_FAMILY,San Francisco,752.7624309392265
"4057 19th St, San Francisco, CA, 94114",1450000,2.0,2.0,1068.0,CONDOS,San Francisco,1357.6779026217228
"219 Brannan St Unit 3G, San Francisco, CA, 94107",2050000,3.0,3.0,1694.0,CONDOS,San Francisco,1210.1534828807555
"3740 Sacramento St, San Francisco, CA, 94118",3500000,5.0,1.0,3237.0,SINGLE_FAMILY,San Francisco,1081.2480691998765
"915 N Point St Unit S3, San Francisco, CA, 94109",1250000,2.0,2.0,820.0,CONDOS,San Francisco,1524.3902439024391
"52 Summit Way, San Francisco, CA, 94132",1305000,3.0,2.0,1790.0,CONDOS,San Francisco,729.0502793296089
"533 Haight St, San Francisco, CA, 94117",1700000,,3.0,4905.0,OTHER,San Francisco,346.5851172273191
"1483 Guerrero St, San Francisco, CA, 94110",999000,2.0,1.0,1382.0,CONDOS,San Francisco,722.8654124457308
"59 Rodgers St Unit B, San Francisco, CA, 94103",670000,1.0,1.0,800.0,CONDOS,San Francisco,837.5
"1466 Revere Ave, San Francisco, CA, 94124",1080000,3.0,2.0,1789.0,SINGLE_FAMILY,San Francisco,603.6892118501956
"2810 35th Ave, San Francisco, CA, 94116",2510000,4.0,3.0,2530.0,SINGLE_FAMILY,San Francisco,992.094861660079
"1688 Pine St Unit E1209, San Francisco, CA, 94109",840000,1.0,1.0,676.0,CONDOS,San Francisco,1242.603550295858
"725 18th Ave, San Francisco, CA, 94121",1528000,8.0,5.0,4040.0,MULTI_FAMILY,San Francisco,378.2178217821782
